date,venue_code,found,rooms_available,rooms_occupied,room_revenue,state,hotelSearchesMX,is_holiday,hocc,hotelSearches,dayofweek,day,month,venue_encode,occ
3/11/2019,CUNPL,True,196,178,197892.48,Quintana Roo,0.84,0,0,0,0,11,3,3,0.908163265
3/12/2019,CUNPL,True,196,181,204191.22,Quintana Roo,0.87,0,0,0.33,1,12,3,3,0.923469388
3/13/2019,CUNPL,True,196,182,203003.55,Quintana Roo,0.77,0,0,0,2,13,3,3,0.928571429
3/14/2019,CUNPL,True,196,190,206223.31,Quintana Roo,0.8,0,0,0,3,14,3,3,0.969387755
3/15/2019,CUNPL,True,196,183,197733.72,Quintana Roo,0.8,0,0,0,4,15,3,3,0.933673469
3/16/2019,CUNPL,True,196,182,206331.53,Quintana Roo,0.82,0,0,0.51,5,16,3,3,0.928571429
3/17/2019,CUNPL,True,196,182,202524.02,Quintana Roo,0.76,0,0,0.27,6,17,3,3,0.928571429
3/18/2019,CUNPL,True,196,158,164960.82,Quintana Roo,0.94,1,0,0.58,0,18,3,3,0.806122449
3/19/2019,CUNPL,True,196,183,186018.9,Quintana Roo,0.96,0,0,0.34,1,19,3,3,0.933673469
3/20/2019,CUNPL,True,196,188,187364.79,Quintana Roo,0.9,0,0,0,2,20,3,3,0.959183673
3/21/2019,CUNPL,True,196,146,141079.52,Quintana Roo,0.87,1,0,0,3,21,3,3,0.744897959
3/22/2019,CUNPL,True,196,148,146366.16,Quintana Roo,0.83,0,0,1,4,22,3,3,0.755102041
3/23/2019,CUNPL,True,196,121,118890.78,Quintana Roo,0.88,0,0,0,5,23,3,3,0.617346939
3/24/2019,CUNPL,True,196,109,106581.1,Quintana Roo,0.87,0,0,0.26,6,24,3,3,0.556122449
3/25/2019,CUNPL,True,196,112,111099.95,Quintana Roo,0.91,0,0,0.55,0,25,3,3,0.571428571
3/26/2019,CUNPL,True,196,127,137571.21,Quintana Roo,0.91,0,0,0.66,1,26,3,3,0.647959184
3/27/2019,CUNPL,True,196,126,132838.38,Quintana Roo,0.88,0,0,0,2,27,3,3,0.642857143
3/28/2019,CUNPL,True,196,123,129392.97,Quintana Roo,0.82,0,0,0,3,28,3,3,0.62755102
3/29/2019,CUNPL,True,196,80,78574.52,Quintana Roo,0.87,0,0,0.52,4,29,3,3,0.408163265
3/30/2019,CUNPL,True,196,77,76048.69,Quintana Roo,0.89,0,0,0.25,5,30,3,3,0.392857143
3/31/2019,CUNPL,True,196,63,64427.91,Quintana Roo,0.87,0,0,0.27,6,31,3,3,0.321428571
4/1/2019,CUNPL,True,196,74,74094.73,Quintana Roo,0.78,0,0,0.27,0,1,4,3,0.37755102
4/2/2019,CUNPL,True,196,83,84414.41,Quintana Roo,0.83,0,0,0,1,2,4,3,0.423469388
4/3/2019,CUNPL,True,196,152,173826.79,Quintana Roo,0.77,0,0,0.67,2,3,4,3,0.775510204
4/4/2019,CUNPL,True,196,148,169558.33,Quintana Roo,0.78,0,0,0.26,3,4,4,3,0.755102041
4/5/2019,CUNPL,True,196,151,170773.9,Quintana Roo,0.74,0,0,0,4,5,4,3,0.770408163
4/6/2019,CUNPL,True,196,110,126364.52,Quintana Roo,0.73,0,0,0,5,6,4,3,0.56122449
4/7/2019,CUNPL,True,196,55,57737.08,Quintana Roo,0.76,0,0,0.25,6,7,4,3,0.280612245
4/8/2019,CUNPL,True,196,59,64967.42,Quintana Roo,0.74,0,0,0.26,0,8,4,3,0.301020408
4/9/2019,CUNPL,True,196,55,59548.33,Quintana Roo,0.87,0,0,0,1,9,4,3,0.280612245
4/10/2019,CUNPL,True,196,64,78252.77,Quintana Roo,0.77,0,0,0.33,2,10,4,3,0.326530612
4/11/2019,CUNPL,True,196,68,73958.35,Quintana Roo,0.8,0,0,0.52,3,11,4,3,0.346938776
4/12/2019,CUNPL,True,196,55,65776.54,Quintana Roo,0.84,0,0,0.98,4,12,4,3,0.280612245
4/13/2019,CUNPL,True,196,72,86756,Quintana Roo,0.83,0,0,0.24,5,13,4,3,0.367346939
4/14/2019,CUNPL,True,196,84,113557.36,Quintana Roo,0.85,0,0,0.99,6,14,4,3,0.428571429
4/15/2019,CUNPL,True,196,95,126238.17,Quintana Roo,0.89,0,0,0.54,0,15,4,3,0.484693878
4/16/2019,CUNPL,True,196,127,165644.24,Quintana Roo,1,0,0,0.66,1,16,4,3,0.647959184
4/17/2019,CUNPL,True,196,131,169680.62,Quintana Roo,1,0,0,0,2,17,4,3,0.668367347
4/18/2019,CUNPL,True,196,118,169489.09,Quintana Roo,0.77,0,0,0.64,3,18,4,3,0.602040816
4/19/2019,CUNPL,True,196,140,201902.31,Quintana Roo,0.82,0,0,0.25,4,19,4,3,0.714285714
4/20/2019,CUNPL,True,196,114,158636.91,Quintana Roo,0.73,0,0,0.5,5,20,4,3,0.581632653
4/21/2019,CUNPL,True,196,62,88068.65,Quintana Roo,0.72,0,0,0.76,6,21,4,3,0.316326531
4/22/2019,CUNPL,True,196,69,92185.97,Quintana Roo,0.79,0,0,0.27,0,22,4,3,0.352040816
4/23/2019,CUNPL,True,196,125,172058.98,Quintana Roo,0.82,0,0,0,1,23,4,3,0.637755102
4/24/2019,CUNPL,True,196,139,188926.58,Quintana Roo,0.86,0,0,0.63,2,24,4,3,0.709183673
4/25/2019,CUNPL,True,196,112,146321.37,Quintana Roo,0.78,0,0,0.53,3,25,4,3,0.571428571
4/26/2019,CUNPL,True,196,87,107851.69,Quintana Roo,0.75,0,0,1,4,26,4,3,0.443877551
4/27/2019,CUNPL,True,196,85,100771.92,Quintana Roo,0.77,0,0,0.51,5,27,4,3,0.433673469
4/28/2019,CUNPL,True,196,48,52995.11,Quintana Roo,0.74,0,0,0.25,6,28,4,3,0.244897959
4/29/2019,CUNPL,True,196,58,62281.14,Quintana Roo,0.76,0,0,0.54,0,29,4,3,0.295918367
4/30/2019,CUNPL,True,196,57,64723.34,Quintana Roo,0.85,0,0,0.33,1,30,4,3,0.290816327
5/1/2019,CUNPL,True,196,68,71854.27,Quintana Roo,0.78,1,0,0.66,2,1,5,3,0.346938776
5/2/2019,CUNPL,True,196,68,73322.97,Quintana Roo,0.59,0,0,0,3,2,5,3,0.346938776
5/3/2019,CUNPL,True,196,67,70835.99,Quintana Roo,0.61,0,0,0.22,4,3,5,3,0.341836735
5/4/2019,CUNPL,True,196,53,52601.17,Quintana Roo,0.63,0,0,0.22,5,4,5,3,0.270408163
5/5/2019,CUNPL,True,196,55,56287.77,Quintana Roo,0.61,0,0,0.67,6,5,5,3,0.280612245
5/6/2019,CUNPL,True,196,60,61212.49,Quintana Roo,0.65,0,0,0.48,0,6,5,3,0.306122449
5/7/2019,CUNPL,True,196,62,61763.34,Quintana Roo,0.66,0,0,0,1,7,5,3,0.316326531
5/8/2019,CUNPL,True,196,70,74005.51,Quintana Roo,0.63,0,0,0,2,8,5,3,0.357142857
5/9/2019,CUNPL,True,196,60,61539.6,Quintana Roo,0.65,0,0,0.45,3,9,5,3,0.306122449
5/10/2019,CUNPL,True,196,62,60872.66,Quintana Roo,0.61,0,0,0,4,10,5,3,0.316326531
5/11/2019,CUNPL,True,196,72,72409.6,Quintana Roo,0.6,0,0,0.22,5,11,5,3,0.367346939
5/12/2019,CUNPL,True,196,70,73092.57,Quintana Roo,0.63,0,0,0.45,6,12,5,3,0.357142857
5/13/2019,CUNPL,True,196,86,162263.41,Quintana Roo,0.67,0,0,0,0,13,5,3,0.43877551
5/14/2019,CUNPL,True,196,103,115160.14,Quintana Roo,0.74,0,0,0.3,1,14,5,3,0.525510204
5/15/2019,CUNPL,True,196,99,113132.94,Quintana Roo,0.8,0,0,0.96,2,15,5,3,0.505102041
5/16/2019,CUNPL,True,196,119,134269.91,Quintana Roo,0.77,0,0,0.52,3,16,5,3,0.607142857
5/17/2019,CUNPL,True,196,83,94805.11,Quintana Roo,0.84,0,0,0,4,17,5,3,0.423469388
5/18/2019,CUNPL,True,196,71,76902.82,Quintana Roo,0.88,0,0,0,5,18,5,3,0.362244898
5/19/2019,CUNPL,True,196,48,48441.91,Quintana Roo,1,0,0,0,6,19,5,3,0.244897959
5/20/2019,CUNPL,True,196,65,66785.43,Quintana Roo,0.93,0,0,0,0,20,5,3,0.331632653
5/21/2019,CUNPL,True,196,58,58500.69,Quintana Roo,0.85,0,0,0.33,1,21,5,3,0.295918367
5/22/2019,CUNPL,True,196,56,56844.89,Quintana Roo,0.74,0,0,0,2,22,5,3,0.285714286
5/23/2019,CUNPL,True,196,55,56160.94,Quintana Roo,0.73,0,0,0.77,3,23,5,3,0.280612245
5/24/2019,CUNPL,True,196,39,43569.48,Quintana Roo,0.78,0,0,1,4,24,5,3,0.198979592
5/25/2019,CUNPL,True,196,39,43569.48,Quintana Roo,0.74,0,0,0,5,25,5,3,0.198979592
5/26/2019,CUNPL,True,196,29,31768.94,Quintana Roo,0.69,0,0,0.25,6,26,5,3,0.147959184
5/27/2019,CUNPL,True,196,41,43277.7,Quintana Roo,0.69,0,0,0.5,0,27,5,3,0.209183673
5/28/2019,CUNPL,True,196,52,54243.29,Quintana Roo,0.64,0,0,0.57,1,28,5,3,0.265306122
5/29/2019,CUNPL,True,196,57,56716.27,Quintana Roo,0.61,0,0,0.3,2,29,5,3,0.290816327
5/30/2019,CUNPL,True,196,78,84246.22,Quintana Roo,0.58,0,0,0.23,3,30,5,3,0.397959184
5/31/2019,CUNPL,True,196,91,103829.05,Quintana Roo,0.56,0,0,0.23,4,31,5,3,0.464285714
6/1/2019,CUNPL,True,196,75,87164.21,Quintana Roo,0.97,0,0,1,5,1,6,3,0.382653061
6/2/2019,CUNPL,True,196,55,61263.95,Quintana Roo,0.95,0,0,0.21,6,2,6,3,0.280612245
6/3/2019,CUNPL,True,196,11,30625.83,Quintana Roo,0.99,0,0,0.22,0,3,6,3,0.056122449
6/4/2019,CUNPL,True,196,44,40825.68,Quintana Roo,0.98,0,0,0.52,1,4,6,3,0.224489796
6/5/2019,CUNPL,True,196,53,49058.39,Quintana Roo,0.87,0,0,0.26,2,5,6,3,0.270408163
6/6/2019,CUNPL,True,196,50,45362.27,Quintana Roo,0.86,0,0,0.21,3,6,6,3,0.255102041
6/7/2019,CUNPL,True,196,33,37024.2,Quintana Roo,0.84,0,0,0.2,4,7,6,3,0.168367347
6/8/2019,CUNPL,True,196,33,29952.83,Quintana Roo,0.86,0,0,0,5,8,6,3,0.168367347
6/9/2019,CUNPL,True,196,31,29459.82,Quintana Roo,0.94,0,0,0,6,9,6,3,0.158163265
6/10/2019,CUNPL,True,196,44,41110.91,Quintana Roo,0.81,0,0,0.71,0,10,6,3,0.224489796
6/11/2019,CUNPL,True,196,59,56159.06,Quintana Roo,0.99,0,0,0,1,11,6,3,0.301020408
6/12/2019,CUNPL,True,196,47,48134.89,Quintana Roo,0.96,0,0,0,2,12,6,3,0.239795918
6/13/2019,CUNPL,True,196,50,50383.3,Quintana Roo,0.89,0,0,0.2,3,13,6,3,0.255102041
6/14/2019,CUNPL,True,196,34,34232.5,Quintana Roo,0.93,0,0,0.41,4,14,6,3,0.173469388
6/15/2019,CUNPL,True,196,40,36717.12,Quintana Roo,0.93,0,0,0.63,5,15,6,3,0.204081633
6/16/2019,CUNPL,True,196,38,37027.66,Quintana Roo,0.99,0,0,0,6,16,6,3,0.193877551
6/17/2019,CUNPL,True,196,68,63314.38,Quintana Roo,0.96,0,0,0.21,0,17,6,3,0.346938776
6/18/2019,CUNPL,True,196,67,61106.31,Quintana Roo,1,0,0,0.51,1,18,6,3,0.341836735
6/19/2019,CUNPL,True,196,78,79023.52,Quintana Roo,0.9,0,0,0.79,2,19,6,3,0.397959184
6/20/2019,CUNPL,True,196,68,69098.59,Quintana Roo,0.89,0,0,0.2,3,20,6,3,0.346938776
6/21/2019,CUNPL,True,196,53,52785.86,Quintana Roo,0.9,0,0,0.39,4,21,6,3,0.270408163
6/22/2019,CUNPL,True,196,48,47693.81,Quintana Roo,0.93,0,0,0,5,22,6,3,0.244897959
6/23/2019,CUNPL,True,196,42,43751.88,Quintana Roo,0.91,0,0,0.2,6,23,6,3,0.214285714
6/24/2019,CUNPL,True,196,53,49069.1,Quintana Roo,0.93,0,0,0.21,0,24,6,3,0.270408163
6/25/2019,CUNPL,True,196,49,48356.34,Quintana Roo,0.94,0,0,0,1,25,6,3,0.25
6/26/2019,CUNPL,True,196,72,78277.37,Quintana Roo,0.97,0,0,0.26,2,26,6,3,0.367346939
6/27/2019,CUNPL,True,196,71,71386.32,Quintana Roo,0.89,0,0,0,3,27,6,3,0.362244898
6/28/2019,CUNPL,True,196,82,79501.01,Quintana Roo,0.88,0,0,0,4,28,6,3,0.418367347
6/29/2019,CUNPL,True,196,88,81172.52,Quintana Roo,0.88,0,0,0,5,29,6,3,0.448979592
6/30/2019,CUNPL,True,196,102,99025.87,Quintana Roo,0.9,0,0,0,6,30,6,3,0.520408163
7/1/2019,CUNPL,True,196,86,85465.07,Quintana Roo,0.9,0,0,0,0,1,7,3,0.43877551
7/2/2019,CUNPL,True,196,86,86718.21,Quintana Roo,0.88,0,0,0,1,2,7,3,0.43877551
7/3/2019,CUNPL,True,196,80,83196.82,Quintana Roo,0.83,0,0,0,2,3,7,3,0.408163265
7/4/2019,CUNPL,True,196,88,85528.59,Quintana Roo,0.75,0,0,0.3,3,4,7,3,0.448979592
7/5/2019,CUNPL,True,196,89,94872.08,Quintana Roo,0.8,0,0,0.3,4,5,7,3,0.454081633
7/6/2019,CUNPL,True,196,79,79719.57,Quintana Roo,0.78,0,0,0,5,6,7,3,0.403061224
7/7/2019,CUNPL,True,196,71,66573.74,Quintana Roo,0.82,0,0,0.31,6,7,7,3,0.362244898
7/8/2019,CUNPL,True,196,103,105149.67,Quintana Roo,0.85,0,0,0.33,0,8,7,3,0.525510204
7/9/2019,CUNPL,True,196,121,122189.3,Quintana Roo,0.86,0,0,0.4,1,9,7,3,0.617346939
7/10/2019,CUNPL,True,196,127,123860.25,Quintana Roo,0.89,0,0,0,2,10,7,3,0.647959184
7/11/2019,CUNPL,True,196,129,128031.78,Quintana Roo,0.84,0,0,0.31,3,11,7,3,0.658163265
7/12/2019,CUNPL,True,196,112,123772.92,Quintana Roo,0.85,0,0,0.31,4,12,7,3,0.571428571
7/13/2019,CUNPL,True,196,105,79530.88,Quintana Roo,0.84,0,0,0.63,5,13,7,3,0.535714286
7/14/2019,CUNPL,True,196,81,74518.75,Quintana Roo,0.81,0,0,0.93,6,14,7,3,0.413265306
7/15/2019,CUNPL,True,196,85,99304.4,Quintana Roo,0.83,0,0,0,0,15,7,3,0.433673469
7/16/2019,CUNPL,True,196,101,107573.22,Quintana Roo,0.84,0,0,0,1,16,7,3,0.515306122
7/17/2019,CUNPL,True,196,99,107131.16,Quintana Roo,0.84,0,0,0,2,17,7,3,0.505102041
7/18/2019,CUNPL,True,196,105,110347.22,Quintana Roo,0.86,0,0,1,3,18,7,3,0.535714286
7/19/2019,CUNPL,True,196,97,105458.76,Quintana Roo,0.91,0,0,0.32,4,19,7,3,0.494897959
7/20/2019,CUNPL,True,196,97,102268.93,Quintana Roo,0.89,0,0,0.32,5,20,7,3,0.494897959
7/21/2019,CUNPL,True,196,85,95480.13,Quintana Roo,0.89,0,0,0,6,21,7,3,0.433673469
7/22/2019,CUNPL,True,196,109,122334.03,Quintana Roo,0.88,0,0,0.34,0,22,7,3,0.556122449
7/23/2019,CUNPL,True,196,153,171257.31,Quintana Roo,1,0,0,0.41,1,23,7,3,0.780612245
7/24/2019,CUNPL,True,196,175,193759.05,Quintana Roo,0.98,0,0,0.43,2,24,7,3,0.892857143
7/25/2019,CUNPL,True,196,164,161992.97,Quintana Roo,0.92,0,0,0.33,3,25,7,3,0.836734694
7/26/2019,CUNPL,True,196,158,167473.49,Quintana Roo,0.94,0,0,0.32,4,26,7,3,0.806122449
7/27/2019,CUNPL,True,196,122,127171.39,Quintana Roo,0.94,0,0,0,5,27,7,3,0.62244898
7/28/2019,CUNPL,True,196,85,89253.33,Quintana Roo,0.92,0,0,0,6,28,7,3,0.433673469
7/29/2019,CUNPL,True,196,88,92383.16,Quintana Roo,0.93,0,0,0.34,0,29,7,3,0.448979592
7/30/2019,CUNPL,True,196,109,121914.04,Quintana Roo,0.98,0,0,0.4,1,30,7,3,0.556122449
7/31/2019,CUNPL,True,196,134,163826.95,Quintana Roo,0.98,0,0,0,2,31,7,3,0.683673469
8/1/2019,CUNPL,True,196,125,144686.07,Quintana Roo,0.77,0,0,0.4,3,1,8,3,0.637755102
8/2/2019,CUNPL,True,196,108,104483.22,Quintana Roo,0.79,0,0,0.19,4,2,8,3,0.551020408
8/3/2019,CUNPL,True,196,115,112193.65,Quintana Roo,0.77,0,0,0,5,3,8,3,0.586734694
8/4/2019,CUNPL,True,196,122,120634.23,Quintana Roo,0.82,0,0,0.2,6,4,8,3,0.62244898
8/5/2019,CUNPL,True,196,142,130926.63,Quintana Roo,0.84,0,0,0,0,5,8,3,0.724489796
8/6/2019,CUNPL,True,196,116,107812.98,Quintana Roo,0.87,0,0,0.24,1,6,8,3,0.591836735
8/7/2019,CUNPL,True,196,125,122077.09,Quintana Roo,0.82,0,0,0,2,7,8,3,0.637755102
8/8/2019,CUNPL,True,196,132,116106.24,Quintana Roo,0.86,0,0,0.19,3,8,8,3,0.673469388
8/9/2019,CUNPL,True,196,113,124588.19,Quintana Roo,0.88,0,0,0.41,4,9,8,3,0.576530612
8/10/2019,CUNPL,True,196,115,86924.48,Quintana Roo,0.89,0,0,0.79,5,10,8,3,0.586734694
8/11/2019,CUNPL,True,196,93,81322.89,Quintana Roo,0.88,0,0,0,6,11,8,3,0.474489796
8/12/2019,CUNPL,True,196,102,93157.89,Quintana Roo,0.9,0,0,0.2,0,12,8,3,0.520408163
8/13/2019,CUNPL,True,196,84,77709.49,Quintana Roo,0.92,0,0,0.72,1,13,8,3,0.428571429
8/14/2019,CUNPL,True,196,95,83762.79,Quintana Roo,0.94,0,0,0,2,14,8,3,0.484693878
8/15/2019,CUNPL,True,196,97,88494.99,Quintana Roo,0.9,0,0,0.4,3,15,8,3,0.494897959
8/16/2019,CUNPL,True,196,97,83019.81,Quintana Roo,0.94,0,0,0.2,4,16,8,3,0.494897959
8/17/2019,CUNPL,True,196,102,87102.06,Quintana Roo,0.91,0,0,0.39,5,17,8,3,0.520408163
8/18/2019,CUNPL,True,196,75,64089.36,Quintana Roo,0.94,0,0,0.42,6,18,8,3,0.382653061
8/19/2019,CUNPL,True,196,63,56540.97,Quintana Roo,0.92,0,0,0.21,0,19,8,3,0.321428571
8/20/2019,CUNPL,True,196,66,65897.38,Quintana Roo,1,0,0,1,1,20,8,3,0.336734694
8/21/2019,CUNPL,True,196,60,61722.97,Quintana Roo,0.97,0,0,0.53,2,21,8,3,0.306122449
8/22/2019,CUNPL,True,196,64,65579.39,Quintana Roo,0.99,0,0,0.21,3,22,8,3,0.326530612
8/23/2019,CUNPL,True,196,47,47590.31,Quintana Roo,0.93,0,0,0,4,23,8,3,0.239795918
8/24/2019,CUNPL,True,196,31,30888.97,Quintana Roo,0.91,0,0,0.21,5,24,8,3,0.158163265
8/25/2019,CUNPL,True,196,41,37038.15,Quintana Roo,0.91,0,0,0,6,25,8,3,0.209183673
8/26/2019,CUNPL,True,196,52,46313.73,Quintana Roo,0.94,0,0,0.42,0,26,8,3,0.265306122
8/27/2019,CUNPL,True,196,57,53257.69,Quintana Roo,0.96,0,0,0.49,1,27,8,3,0.290816327
8/28/2019,CUNPL,True,196,47,45901.65,Quintana Roo,0.95,0,0,0.52,2,28,8,3,0.239795918
8/29/2019,CUNPL,True,196,53,50657.99,Quintana Roo,0.84,0,0,0.42,3,29,8,3,0.270408163
8/30/2019,CUNPL,True,196,39,39781.42,Quintana Roo,0.91,0,0,0,4,30,8,3,0.198979592
8/31/2019,CUNPL,True,196,29,29774.3,Quintana Roo,0.9,0,0,0.21,5,31,8,3,0.147959184
9/1/2019,CUNPL,True,196,19,17775.04,Quintana Roo,0.95,0,0,0,6,1,9,3,0.096938776
9/2/2019,CUNPL,True,196,36,32864.94,Quintana Roo,1,0,0,0,0,2,9,3,0.183673469
9/3/2019,CUNPL,True,196,51,46208.66,Quintana Roo,0.94,0,0,0.3,1,3,9,3,0.260204082
9/4/2019,CUNPL,True,196,57,53383.38,Quintana Roo,0.93,0,0,0,2,4,9,3,0.290816327
9/5/2019,CUNPL,True,196,45,40016.92,Quintana Roo,0.85,0,0,0.51,3,5,9,3,0.229591837
9/6/2019,CUNPL,True,196,36,35512.93,Quintana Roo,0.88,0,0,0,4,6,9,3,0.183673469
9/7/2019,CUNPL,True,196,37,33044.41,Quintana Roo,0.84,0,0,0.24,5,7,9,3,0.18877551
9/8/2019,CUNPL,True,196,39,31990.54,Quintana Roo,0.85,0,0,0,6,8,9,3,0.198979592
9/9/2019,CUNPL,True,196,54,47258.69,Quintana Roo,0.83,0,0,0.26,0,9,9,3,0.275510204
9/10/2019,CUNPL,True,196,44,40906.88,Quintana Roo,0.9,0,0,0,1,10,9,3,0.224489796
9/11/2019,CUNPL,True,196,111,90687.3,Quintana Roo,0.88,0,0,0,2,11,9,3,0.566326531
9/12/2019,CUNPL,True,196,148,118442.08,Quintana Roo,0.83,0,0,0.49,3,12,9,3,0.755102041
9/13/2019,CUNPL,True,196,136,99868.66,Quintana Roo,0.82,0,0,0.7,4,13,9,3,0.693877551
9/14/2019,CUNPL,True,196,134,97641.59,Quintana Roo,0.81,0,0,0.23,5,14,9,3,0.683673469
9/15/2019,CUNPL,True,196,136,98363.18,Quintana Roo,0.81,0,0,0,6,15,9,3,0.693877551
9/16/2019,CUNPL,True,196,145,111632.6,Quintana Roo,0.86,1,0,1,0,16,9,3,0.739795918
9/17/2019,CUNPL,True,196,148,112844.31,Quintana Roo,0.9,0,0,0.29,1,17,9,3,0.755102041
9/18/2019,CUNPL,True,196,154,121649.68,Quintana Roo,0.78,0,0,0,2,18,9,3,0.785714286
9/19/2019,CUNPL,True,196,149,114031.11,Quintana Roo,0.76,0,0,0.71,3,19,9,3,0.760204082
9/20/2019,CUNPL,True,196,163,110198.16,Quintana Roo,0.73,0,0,0,4,20,9,3,0.831632653
9/21/2019,CUNPL,True,196,166,134800.94,Quintana Roo,0.72,0,0,0.45,5,21,9,3,0.846938776
9/22/2019,CUNPL,True,196,155,122972.11,Quintana Roo,0.72,0,0,0,6,22,9,3,0.790816327
9/23/2019,CUNPL,True,196,41,35970.72,Quintana Roo,0.75,0,0,0.24,0,23,9,3,0.209183673
9/24/2019,CUNPL,True,196,45,47637.4,Quintana Roo,0.76,0,0,0,1,24,9,3,0.229591837
9/25/2019,CUNPL,True,196,66,75343.65,Quintana Roo,0.69,0,0,0.89,2,25,9,3,0.336734694
9/26/2019,CUNPL,True,196,54,55933.61,Quintana Roo,0.68,0,0,0,3,26,9,3,0.275510204
9/27/2019,CUNPL,True,196,37,37186.96,Quintana Roo,0.65,0,0,0,4,27,9,3,0.18877551
9/28/2019,CUNPL,True,196,34,30026.69,Quintana Roo,0.66,0,0,0,5,28,9,3,0.173469388
9/29/2019,CUNPL,True,196,32,23925.37,Quintana Roo,0.71,0,0,0.65,6,29,9,3,0.163265306
9/30/2019,CUNPL,True,196,33,29756.54,Quintana Roo,0.66,0,0,0.67,0,30,9,3,0.168367347
10/1/2019,CUNPL,True,196,35,29598.42,Quintana Roo,0.68,0,0,0.27,1,1,10,3,0.178571429
10/2/2019,CUNPL,True,196,36,30279.46,Quintana Roo,0.86,0,0,0.68,2,2,10,3,0.183673469
10/3/2019,CUNPL,True,196,47,39795.11,Quintana Roo,0.85,0,0,0.53,3,3,10,3,0.239795918
10/4/2019,CUNPL,True,196,39,33592.38,Quintana Roo,0.83,0,0,0.25,4,4,10,3,0.198979592
10/5/2019,CUNPL,True,196,37,43308.15,Quintana Roo,0.81,0,0,0.5,5,5,10,3,0.18877551
10/6/2019,CUNPL,True,196,31,26895.87,Quintana Roo,0.78,0,0,0.25,6,6,10,3,0.158163265
10/7/2019,CUNPL,True,196,55,36514.98,Quintana Roo,0.84,0,0,0,0,7,10,3,0.280612245
10/8/2019,CUNPL,True,196,52,50437.97,Quintana Roo,0.9,0,0,0,1,8,10,3,0.265306122
10/9/2019,CUNPL,True,196,52,49663.78,Quintana Roo,0.83,0,0,0.34,2,9,10,3,0.265306122
10/10/2019,CUNPL,True,196,51,52558.11,Quintana Roo,0.85,0,0,0,3,10,10,3,0.260204082
10/11/2019,CUNPL,True,196,57,63767.07,Quintana Roo,0.84,0,0,0.25,4,11,10,3,0.290816327
10/12/2019,CUNPL,True,196,51,36084.75,Quintana Roo,0.81,0,0,0,5,12,10,3,0.260204082
10/13/2019,CUNPL,True,196,36,28052.94,Quintana Roo,0.81,0,0,0.25,6,13,10,3,0.183673469
10/14/2019,CUNPL,True,196,62,53879.73,Quintana Roo,0.89,0,0,0,0,14,10,3,0.316326531
10/15/2019,CUNPL,True,196,61,54089,Quintana Roo,0.96,0,0,0.34,1,15,10,3,0.31122449
10/16/2019,CUNPL,True,196,60,56527.14,Quintana Roo,1,0,0,0.37,2,16,10,3,0.306122449
10/17/2019,CUNPL,True,196,75,70391.15,Quintana Roo,0.8,0,0,0,3,17,10,3,0.382653061
10/18/2019,CUNPL,True,196,66,60461.7,Quintana Roo,0.82,0,0,0,4,18,10,3,0.336734694
10/19/2019,CUNPL,True,196,59,49701.64,Quintana Roo,0.8,0,0,1,5,19,10,3,0.301020408
10/20/2019,CUNPL,True,196,50,42318.7,Quintana Roo,0.79,0,0,0,6,20,10,3,0.255102041
10/21/2019,CUNPL,True,196,58,50317.73,Quintana Roo,0.84,0,0,0.8,0,21,10,3,0.295918367
10/22/2019,CUNPL,True,196,57,49245.79,Quintana Roo,0.82,0,0,0,1,22,10,3,0.290816327
10/23/2019,CUNPL,True,196,73,72549.8,Quintana Roo,0.79,0,0,0,2,23,10,3,0.37244898
10/24/2019,CUNPL,True,196,72,65359.82,Quintana Roo,0.82,0,0,0.25,3,24,10,3,0.367346939
10/25/2019,CUNPL,True,196,130,132423.89,Quintana Roo,0.82,0,0,0.5,4,25,10,3,0.663265306
10/26/2019,CUNPL,True,196,125,124000.51,Quintana Roo,0.79,0,0,0,5,26,10,3,0.637755102
10/27/2019,CUNPL,True,196,88,87015.69,Quintana Roo,0.78,0,0,0.5,6,27,10,3,0.448979592
10/28/2019,CUNPL,True,196,86,84157.47,Quintana Roo,0.84,0,0,0,0,28,10,3,0.43877551
10/29/2019,CUNPL,True,196,62,54491.48,Quintana Roo,0.83,0,0,0,1,29,10,3,0.316326531
10/30/2019,CUNPL,True,196,77,69215.11,Quintana Roo,0.73,0,0,0.32,2,30,10,3,0.392857143
10/31/2019,CUNPL,True,196,121,112077.97,Quintana Roo,0.73,0,0,0.51,3,31,10,3,0.617346939
11/1/2019,CUNPL,True,196,103,95776.26,Quintana Roo,0.82,0,0,0.51,4,1,11,3,0.525510204
11/2/2019,CUNPL,True,196,118,106743.85,Quintana Roo,0.92,0,0,0.51,5,2,11,3,0.602040816
11/3/2019,CUNPL,True,196,60,58514.4,Quintana Roo,0.92,0,0,0,6,3,11,3,0.306122449
11/4/2019,CUNPL,True,196,62,56110.89,Quintana Roo,0.98,0,0,0,0,4,11,3,0.316326531
11/5/2019,CUNPL,True,196,70,65627.95,Quintana Roo,0.97,0,0,0.33,1,5,11,3,0.357142857
11/6/2019,CUNPL,True,196,61,54677.91,Quintana Roo,0.87,0,0,0.33,2,6,11,3,0.31122449
11/7/2019,CUNPL,True,196,66,59950.45,Quintana Roo,0.89,0,0,0,3,7,11,3,0.336734694
11/8/2019,CUNPL,True,196,72,58661.06,Quintana Roo,0.92,0,0,0,4,8,11,3,0.367346939
