,date,venue_code,found,rooms_available,rooms_occupied,room_revenue,state,hotelSearchesMX,is_holiday,hocc,hotelSearches,dayofweek,day,month,venue_encode,occ,Evento,Lugar,Modalidad
1176,2022-05-24,MTYCP,True,219,144,278330.11,Nuevo Leon,0.75,0,0.2038,0.0,1,24,5,19,0.657534247,Expo Limpieza,Cintermex,Híbrido
1177,2022-05-24,MTYCP,True,219,144,278330.11,Nuevo Leon,0.75,0,0.2038,0.0,1,24,5,19,0.657534247,Expo Proveedores del Restaurante,Cintermex,Presencial
1178,2022-05-24,MTYCP,True,219,144,278330.11,Nuevo Leon,0.75,0,0.2038,0.0,1,24,5,19,0.657534247,Expo Abarrotes Norte,Cintermex,Presencial
1179,2022-05-24,MTYCP,True,219,144,278330.11,Nuevo Leon,0.75,0,0.2038,0.0,1,24,5,19,0.657534247,Expo Panificación Monterrey,Cintermex,Presencial
1180,2022-05-25,MTYCP,True,219,130,256391.07,Nuevo Leon,0.7,0,0.1918,0.18,2,25,5,19,0.593607306,Constructo,Cintermex,Presencial
1181,2022-05-25,MTYCP,True,219,130,256391.07,Nuevo Leon,0.7,0,0.1918,0.18,2,25,5,19,0.593607306,Expo Abarrotes Norte,Cintermex,Presencial
1182,2022-05-25,MTYCP,True,219,130,256391.07,Nuevo Leon,0.7,0,0.1918,0.18,2,25,5,19,0.593607306,Ferreshow,Cintermex,Presencial
1183,2022-05-25,MTYCP,True,219,130,256391.07,Nuevo Leon,0.7,0,0.1918,0.18,2,25,5,19,0.593607306,Expo Proveedores del Restaurante,Cintermex,Presencial
1184,2022-05-25,MTYCP,True,219,130,256391.07,Nuevo Leon,0.7,0,0.1918,0.18,2,25,5,19,0.593607306,Expo Panificación Monterrey,Cintermex,Presencial
1185,2022-05-25,MTYCP,True,219,130,256391.07,Nuevo Leon,0.7,0,0.1918,0.18,2,25,5,19,0.593607306,Expo Limpieza,Cintermex,Híbrido
1186,2022-05-26,MTYCP,True,219,119,238172.24,Nuevo Leon,0.62,0,0.1666,0.5,3,26,5,19,0.543378995,Constructo,Cintermex,Presencial
1187,2022-05-26,MTYCP,True,219,119,238172.24,Nuevo Leon,0.62,0,0.1666,0.5,3,26,5,19,0.543378995,Ferreshow,Cintermex,Presencial
1188,2022-05-27,MTYCP,True,219,51,92940.01,Nuevo Leon,0.6,0,0.1601,0.55,4,27,5,19,0.232876712,Constructo,Cintermex,Presencial
1189,2022-05-27,MTYCP,True,219,51,92940.01,Nuevo Leon,0.6,0,0.1601,0.55,4,27,5,19,0.232876712,Ferreshow,Cintermex,Presencial
1190,2022-05-28,MTYCP,True,219,29,52922.56,Nuevo Leon,0.6,0,0.1577,0.28,5,28,5,19,0.132420091,,,
1191,2022-05-29,MTYCP,True,219,50,80510.92,Nuevo Leon,0.62,0,0.1498,0.0,6,29,5,19,0.228310502,,,
1192,2022-05-30,MTYCP,True,219,79,149329.24,Nuevo Leon,0.66,0,0.142,0.31,0,30,5,19,0.360730594,,,
1193,2022-05-31,MTYCP,True,219,108,200146.03,Nuevo Leon,0.66,0,0.2088,0.32,1,31,5,19,0.493150685,,,
1194,2022-06-01,MTYCP,True,219,96,183294.43,Nuevo Leon,0.86,0,0.1377,0.0,2,1,6,19,0.438356164,Congreso Nacional del Colegio Mexicano de Inmunología Clínica y Alergia,Auditorio Pabellon M,Híbrido
1195,2022-06-02,MTYCP,True,219,146,272352.24,Nuevo Leon,0.8,0,0.1536,0.21,3,2,6,19,0.666666667,Congreso Nacional del Colegio Mexicano de Inmunología Clínica y Alergia,Auditorio Pabellon M,Híbrido
1196,2022-06-03,MTYCP,True,219,48,85282.08,Nuevo Leon,0.78,0,0.1532,0.2,4,3,6,19,0.219178082,Expo Tlaqueparte Monterrey,Cintermex,Presencial
1197,2022-06-03,MTYCP,True,219,48,85282.08,Nuevo Leon,0.78,0,0.1532,0.2,4,3,6,19,0.219178082,Congreso Nacional del Colegio Mexicano de Inmunología Clínica y Alergia,Auditorio Pabellon M,Híbrido
1198,2022-06-03,MTYCP,True,219,48,85282.08,Nuevo Leon,0.78,0,0.1532,0.2,4,3,6,19,0.219178082,GFNY Monterrey Expo,Cintermex,Presencial
1199,2022-06-04,MTYCP,True,219,31,55405.54,Nuevo Leon,0.79,0,0.1675,0.39,5,4,6,19,0.141552511,Expo Tlaqueparte Monterrey,Cintermex,Presencial
1200,2022-06-04,MTYCP,True,219,31,55405.54,Nuevo Leon,0.79,0,0.1675,0.39,5,4,6,19,0.141552511,Fan party Wizards Edition,Cintermex,Presencial
1201,2022-06-04,MTYCP,True,219,31,55405.54,Nuevo Leon,0.79,0,0.1675,0.39,5,4,6,19,0.141552511,Congreso Nacional del Colegio Mexicano de Inmunología Clínica y Alergia,Auditorio Pabellon M,Híbrido
1202,2022-06-04,MTYCP,True,219,31,55405.54,Nuevo Leon,0.79,0,0.1675,0.39,5,4,6,19,0.141552511,GFNY Monterrey Expo,Cintermex,Presencial
1203,2022-06-05,MTYCP,True,219,48,87645.84,Nuevo Leon,0.83,0,0.2084,0.21,6,5,6,19,0.219178082,Fan party Wizards Edition,Cintermex,Presencial
1204,2022-06-05,MTYCP,True,219,48,87645.84,Nuevo Leon,0.83,0,0.2084,0.21,6,5,6,19,0.219178082,Expo Tlaqueparte Monterrey,Cintermex,Presencial
1205,2022-06-06,MTYCP,True,219,99,186697.54,Nuevo Leon,0.95,0,0.1444,0.25,0,6,6,19,0.452054795,Expo Tlaqueparte Monterrey,Cintermex,Presencial
1206,2022-06-07,MTYCP,True,219,120,230292.62,Nuevo Leon,1.0,0,0.1967,0.24,1,7,6,19,0.547945205,,,
1207,2022-06-08,MTYCP,True,219,103,196156.86,Nuevo Leon,0.86,0,0.1489,0.25,2,8,6,19,0.470319635,,,
1208,2022-06-09,MTYCP,True,219,104,185842.35,Nuevo Leon,0.74,0,0.1362,0.42,3,9,6,19,0.474885845,,,
1209,2022-06-10,MTYCP,True,219,54,77552.06,Nuevo Leon,0.77,0,0.1544,0.23,4,10,6,19,0.246575342,Festival de Viajes y Aventuras,Cintermex,Presencial
1210,2022-06-11,MTYCP,True,219,40,70697.61,Nuevo Leon,0.77,0,0.1953,1.0,5,11,6,19,0.182648402,Festival de Viajes y Aventuras,Cintermex,Presencial
1211,2022-06-12,MTYCP,True,219,69,120718.43,Nuevo Leon,0.81,0,0.1953,0.71,6,12,6,19,0.315068493,Festival de Viajes y Aventuras,Cintermex,Presencial
1212,2022-06-13,MTYCP,True,219,143,270760.46,Nuevo Leon,0.83,0,0.1542,0.73,0,13,6,19,0.652968037,,,
1213,2022-06-14,MTYCP,True,219,145,268862.56,Nuevo Leon,0.94,0,0.1581,0.0,1,14,6,19,0.662100457,,,
1214,2022-06-15,MTYCP,True,219,129,239961.64,Nuevo Leon,0.89,0,0.1865,0.6,2,15,6,19,0.589041096,,,
1215,2022-06-16,MTYCP,True,219,101,190305.64,Nuevo Leon,0.78,0,0.1256,0.24,3,16,6,19,0.461187215,,,
1216,2022-06-17,MTYCP,True,219,45,90832.37,Nuevo Leon,0.79,0,0.1344,0.47,4,17,6,19,0.205479452,,,
1217,2022-06-18,MTYCP,True,219,31,52965.28,Nuevo Leon,0.78,0,0.153,0.23,5,18,6,19,0.141552511,,,
1218,2022-06-19,MTYCP,True,219,67,115417.0,Nuevo Leon,0.8,0,0.1207,0.23,6,19,6,19,0.305936073,,,
1219,2022-06-20,MTYCP,True,219,155,298645.73,Nuevo Leon,0.81,0,0.1071,0.49,0,20,6,19,0.707762557,,,
1220,2022-06-23,MTYCP,True,219,144,287741.13,Nuevo Leon,0.72,0,0.0975,0.0,3,23,6,19,0.657534247,Congreso Mundial de Enfermedades Respiratorias,Cintermex,Presencial
1221,2022-06-24,MTYCP,True,219,69,123339.73,Nuevo Leon,0.79,0,0.0911,0.45,4,24,6,19,0.315068493,Congreso Mundial de Enfermedades Respiratorias,Cintermex,Presencial
1222,2022-06-25,MTYCP,True,219,75,125296.73,Nuevo Leon,0.76,0,0.0717,0.0,5,25,6,19,0.342465753,Congreso Mundial de Enfermedades Respiratorias,Cintermex,Presencial
1223,2022-06-26,MTYCP,True,219,108,181891.3,Nuevo Leon,0.77,0,0.0746,0.0,6,26,6,19,0.493150685,,,
1224,2022-06-27,MTYCP,True,219,144,268702.07,Nuevo Leon,0.82,0,0.052,0.49,0,27,6,19,0.657534247,,,
1225,2022-06-28,MTYCP,True,219,112,215482.43,Nuevo Leon,0.84,0,0.0544,0.28,1,28,6,19,0.511415525,,,
1226,2022-06-29,MTYCP,True,219,105,203218.43,Nuevo Leon,0.83,0,0.0589,0.0,2,29,6,19,0.479452055,,,
1227,2022-06-30,MTYCP,True,219,82,161195.17,Nuevo Leon,0.75,0,0.0746,0.0,3,30,6,19,0.374429224,,,
1228,2019-02-01,MTYGA,True,223,112,134467.85,Nuevo Leon,0.79,0,0.0,0.0,4,1,2,20,0.502242152,,,
1229,2019-02-02,MTYGA,True,223,120,159367.69,Nuevo Leon,0.98,0,0.0,0.6,5,2,2,20,0.538116592,,,
1230,2019-02-03,MTYGA,True,223,100,127922.69,Nuevo Leon,1.0,0,0.0,0.55,6,3,2,20,0.448430493,,,
1231,2019-02-04,MTYGA,True,223,110,146116.04,Nuevo Leon,0.96,1,0.0,0.0,0,4,2,20,0.493273543,,,
1232,2019-02-05,MTYGA,True,223,223,336311.07,Nuevo Leon,0.86,1,0.0,0.31,1,5,2,20,1.0,,,
1233,2019-02-06,MTYGA,True,223,222,333264.06,Nuevo Leon,0.72,0,0.0,0.0,2,6,2,20,0.995515695,,,
1234,2019-02-07,MTYGA,True,223,202,288842.79,Nuevo Leon,0.78,0,0.0,0.0,3,7,2,20,0.905829596,,,
1235,2019-02-08,MTYGA,True,223,163,209460.28,Nuevo Leon,0.82,0,0.0,0.24,4,8,2,20,0.730941704,,,
1236,2019-02-09,MTYGA,True,223,129,159889.87,Nuevo Leon,0.75,0,0.0,0.24,5,9,2,20,0.578475336,,,
1237,2019-02-10,MTYGA,True,223,99,132751.59,Nuevo Leon,0.82,0,0.0,0.72,6,10,2,20,0.443946188,,,
1238,2019-02-11,MTYGA,True,223,174,241210.93,Nuevo Leon,0.79,0,0.0,1.0,0,11,2,20,0.780269058,,,
1239,2019-02-13,MTYGA,True,223,222,320444.65,Nuevo Leon,0.74,0,0.0,0.0,2,13,2,20,0.995515695,,,
1240,2019-02-14,MTYGA,True,223,199,282474.72,Nuevo Leon,0.8,0,0.0,0.25,3,14,2,20,0.892376682,,,
1241,2019-02-15,MTYGA,True,223,153,203427.34,Nuevo Leon,0.76,0,0.0,0.47,4,15,2,20,0.686098655,,,
1242,2019-02-16,MTYGA,True,223,179,222427.71,Nuevo Leon,0.79,0,0.0,0.47,5,16,2,20,0.802690583,,,
1243,2019-02-17,MTYGA,True,223,108,141696.13,Nuevo Leon,0.79,0,0.0,0.69,6,17,2,20,0.484304933,,,
1244,2019-02-18,MTYGA,True,223,205,285271.83,Nuevo Leon,0.79,0,0.0,0.49,0,18,2,20,0.919282511,,,
1245,2019-02-20,MTYGA,True,223,223,329575.59,Nuevo Leon,0.75,0,0.0,0.0,2,20,2,20,1.0,,,
1246,2019-02-22,MTYGA,True,223,154,197494.05,Nuevo Leon,0.77,0,0.0,0.0,4,22,2,20,0.69058296,,,
1247,2019-02-23,MTYGA,True,223,150,176866.07,Nuevo Leon,0.8,0,0.0,0.46,5,23,2,20,0.67264574,,,
1248,2019-02-24,MTYGA,True,223,105,123903.86,Nuevo Leon,0.78,0,0.0,0.47,6,24,2,20,0.470852018,,,
1249,2019-02-25,MTYGA,True,223,218,310961.17,Nuevo Leon,0.82,0,0.0,0.0,0,25,2,20,0.977578475,,,
1250,2019-02-28,MTYGA,True,223,191,261045.95,Nuevo Leon,0.82,0,0.0,0.48,3,28,2,20,0.856502242,,,
1251,2019-03-01,MTYGA,True,223,150,197411.43,Nuevo Leon,0.78,0,0.0,0.68,4,1,3,20,0.67264574,,,
1252,2019-03-02,MTYGA,True,223,169,222258.9,Nuevo Leon,0.76,0,0.0,0.23,5,2,3,20,0.757847534,,,
1253,2019-03-03,MTYGA,True,223,145,193806.3,Nuevo Leon,0.81,0,0.0,0.46,6,3,3,20,0.650224215,,,
1254,2019-03-04,MTYGA,True,223,197,281985.74,Nuevo Leon,0.85,0,0.0,0.0,0,4,3,20,0.883408072,,,
1255,2019-03-08,MTYGA,True,223,193,261934.26,Nuevo Leon,0.8,0,0.0,0.75,4,8,3,20,0.865470852,,,
1256,2019-03-09,MTYGA,True,223,206,272769.71,Nuevo Leon,0.8,0,0.0,0.48,5,9,3,20,0.923766816,,,
1257,2019-03-10,MTYGA,True,223,143,196710.69,Nuevo Leon,0.83,0,0.0,0.24,6,10,3,20,0.641255605,,,
1258,2019-03-11,MTYGA,True,223,201,286190.89,Nuevo Leon,0.84,0,0.0,0.0,0,11,3,20,0.901345291,,,
1259,2019-03-13,MTYGA,True,223,223,324658.55,Nuevo Leon,0.77,0,0.0,0.0,2,13,3,20,1.0,,,
1260,2019-03-15,MTYGA,True,223,205,280203.07,Nuevo Leon,0.8,0,0.0,0.48,4,15,3,20,0.919282511,,,
1261,2019-03-16,MTYGA,True,223,218,309000.79,Nuevo Leon,0.82,0,0.0,0.0,5,16,3,20,0.977578475,,,
1262,2019-03-17,MTYGA,True,223,126,169505.63,Nuevo Leon,0.76,0,0.0,0.0,6,17,3,20,0.565022422,,,
1263,2019-03-18,MTYGA,True,223,96,139968.81,Nuevo Leon,0.94,1,0.0,0.82,0,18,3,20,0.430493274,,,
1264,2019-03-19,MTYGA,True,223,156,225981.17,Nuevo Leon,0.96,0,0.0,0.32,1,19,3,20,0.69955157,,,
1265,2019-03-20,MTYGA,True,223,221,335784.19,Nuevo Leon,0.9,0,0.0,0.65,2,20,3,20,0.99103139,,,
1266,2019-03-21,MTYGA,True,223,223,380535.49,Nuevo Leon,0.87,1,0.0,0.5,3,21,3,20,1.0,,,
1267,2019-03-22,MTYGA,True,223,223,572830.07,Nuevo Leon,0.83,0,0.0,0.0,4,22,3,20,1.0,,,
1268,2019-03-23,MTYGA,True,223,207,489968.06,Nuevo Leon,0.88,0,0.0,0.24,5,23,3,20,0.928251121,,,
1269,2019-03-24,MTYGA,True,223,94,155981.1,Nuevo Leon,0.87,0,0.0,0.0,6,24,3,20,0.421524664,,,
1270,2019-03-25,MTYGA,True,223,155,226320.51,Nuevo Leon,0.91,0,0.0,0.0,0,25,3,20,0.695067265,,,
1271,2019-03-26,MTYGA,True,223,207,298415.88,Nuevo Leon,0.91,0,0.0,0.31,1,26,3,20,0.928251121,,,
1272,2019-03-27,MTYGA,True,223,223,326550.42,Nuevo Leon,0.88,0,0.0,0.0,2,27,3,20,1.0,,,
1273,2019-03-28,MTYGA,True,223,217,312318.36,Nuevo Leon,0.82,0,0.0,0.24,3,28,3,20,0.97309417,,,
1274,2019-03-29,MTYGA,True,223,138,176351.76,Nuevo Leon,0.87,0,0.0,0.0,4,29,3,20,0.618834081,,,
1275,2019-03-30,MTYGA,True,223,151,186513.01,Nuevo Leon,0.89,0,0.0,0.46,5,30,3,20,0.677130045,,,
1276,2019-03-31,MTYGA,True,223,113,150564.51,Nuevo Leon,0.87,0,0.0,1.0,6,31,3,20,0.506726457,,,
1277,2019-04-01,MTYGA,True,223,185,264683.59,Nuevo Leon,0.78,0,0.0,0.16,0,1,4,20,0.829596413,,,
1278,2019-04-02,MTYGA,True,223,201,286477.43,Nuevo Leon,0.83,0,0.0,0.38,1,2,4,20,0.901345291,,,
1279,2019-04-04,MTYGA,True,223,195,287489.23,Nuevo Leon,0.78,0,0.0,0.49,3,4,4,20,0.874439462,,,
1280,2019-04-05,MTYGA,True,223,150,200132.71,Nuevo Leon,0.74,0,0.0,0.15,4,5,4,20,0.67264574,,,
1281,2019-04-06,MTYGA,True,223,155,195574.78,Nuevo Leon,0.73,0,0.0,0.3,5,6,4,20,0.695067265,,,
1282,2019-04-07,MTYGA,True,223,97,124098.0,Nuevo Leon,0.76,0,0.0,0.16,6,7,4,20,0.434977578,,,
1283,2019-04-08,MTYGA,True,223,157,216239.33,Nuevo Leon,0.74,0,0.0,0.49,0,8,4,20,0.704035874,,,
1284,2019-04-09,MTYGA,True,223,218,305618.12,Nuevo Leon,0.87,0,0.0,0.2,1,9,4,20,0.977578475,,,
1285,2019-04-10,MTYGA,True,223,222,311319.74,Nuevo Leon,0.77,0,0.0,0.4,2,10,4,20,0.995515695,,,
1286,2019-04-11,MTYGA,True,223,196,287730.1,Nuevo Leon,0.8,0,0.0,0.32,3,11,4,20,0.878923767,,,
1287,2019-04-12,MTYGA,True,223,131,163801.73,Nuevo Leon,0.84,0,0.0,0.3,4,12,4,20,0.587443946,,,
1288,2019-04-13,MTYGA,True,223,135,174386.59,Nuevo Leon,0.83,0,0.0,0.3,5,13,4,20,0.605381166,,,
1289,2019-04-14,MTYGA,True,223,87,114377.52,Nuevo Leon,0.85,0,0.0,0.61,6,14,4,20,0.390134529,,,
1290,2019-04-15,MTYGA,True,223,102,145810.74,Nuevo Leon,0.89,0,0.0,0.34,0,15,4,20,0.457399103,,,
1291,2019-04-16,MTYGA,True,223,119,162348.4,Nuevo Leon,1.0,0,0.0,0.21,1,16,4,20,0.533632287,,,
1292,2019-04-17,MTYGA,True,223,87,109543.27,Nuevo Leon,1.0,0,0.0,0.66,2,17,4,20,0.390134529,,,
1293,2019-04-18,MTYGA,True,223,127,166667.65,Nuevo Leon,0.77,0,0.0,0.0,3,18,4,20,0.569506726,,,
1294,2019-04-19,MTYGA,True,223,168,213586.59,Nuevo Leon,0.82,0,0.0,0.31,4,19,4,20,0.753363229,,,
1295,2019-04-20,MTYGA,True,223,162,197582.82,Nuevo Leon,0.73,0,0.0,0.31,5,20,4,20,0.726457399,,,
1296,2019-04-21,MTYGA,True,223,87,101510.89,Nuevo Leon,0.72,0,0.0,0.47,6,21,4,20,0.390134529,,,
1297,2019-04-22,MTYGA,True,223,125,165447.03,Nuevo Leon,0.79,0,0.0,1.0,0,22,4,20,0.560538117,,,
1298,2019-04-23,MTYGA,True,223,202,279151.35,Nuevo Leon,0.82,0,0.0,0.2,1,23,4,20,0.905829596,,,
1299,2019-04-24,MTYGA,True,223,209,296318.92,Nuevo Leon,0.86,0,0.0,0.59,2,24,4,20,0.937219731,,,
1300,2019-04-25,MTYGA,True,223,204,277574.36,Nuevo Leon,0.78,0,0.0,0.33,3,25,4,20,0.914798206,,,
1301,2019-04-26,MTYGA,True,223,143,186431.74,Nuevo Leon,0.75,0,0.0,0.77,4,26,4,20,0.641255605,,,
1302,2019-04-27,MTYGA,True,223,145,178581.64,Nuevo Leon,0.77,0,0.0,0.47,5,27,4,20,0.650224215,,,
1303,2019-04-28,MTYGA,True,223,108,153027.28,Nuevo Leon,0.74,0,0.0,0.31,6,28,4,20,0.484304933,,,
1304,2019-04-29,MTYGA,True,223,128,179729.55,Nuevo Leon,0.76,0,0.0,0.33,0,29,4,20,0.573991031,,,
1305,2019-04-30,MTYGA,True,223,92,137769.7,Nuevo Leon,0.85,0,0.0,0.4,1,30,4,20,0.412556054,,,
1306,2019-05-01,MTYGA,True,223,129,173353.55,Nuevo Leon,0.78,1,0.0,0.41,2,1,5,20,0.578475336,,,
1307,2019-05-02,MTYGA,True,223,192,281403.42,Nuevo Leon,0.59,0,0.0,0.09,3,2,5,20,0.860986547,,,
1308,2019-05-03,MTYGA,True,223,135,177239.18,Nuevo Leon,0.61,0,0.0,0.24,4,3,5,20,0.605381166,,,
1309,2019-05-04,MTYGA,True,223,178,237174.72,Nuevo Leon,0.63,0,0.0,0.32,5,4,5,20,0.798206278,,,
1310,2019-05-05,MTYGA,True,223,124,171166.14,Nuevo Leon,0.61,0,0.0,0.08,6,5,5,20,0.556053812,,,
1311,2019-05-06,MTYGA,True,223,204,297012.45,Nuevo Leon,0.65,0,0.0,0.0,0,6,5,20,0.914798206,,,
1312,2019-05-07,MTYGA,True,223,221,330256.37,Nuevo Leon,0.66,0,0.0,0.31,1,7,5,20,0.99103139,,,
1313,2019-05-08,MTYGA,True,223,223,324068.01,Nuevo Leon,0.63,0,0.0,0.21,2,8,5,20,1.0,,,
1314,2019-05-09,MTYGA,True,223,171,240541.99,Nuevo Leon,0.65,0,0.0,0.25,3,9,5,20,0.766816143,,,
1315,2019-05-10,MTYGA,True,223,105,142134.69,Nuevo Leon,0.61,0,0.0,0.24,4,10,5,20,0.470852018,,,
1316,2019-05-11,MTYGA,True,223,117,140318.09,Nuevo Leon,0.6,0,0.0,0.08,5,11,5,20,0.524663677,,,
1317,2019-05-12,MTYGA,True,223,89,109926.18,Nuevo Leon,0.63,0,0.0,0.25,6,12,5,20,0.399103139,,,
1318,2019-05-13,MTYGA,True,223,201,287205.25,Nuevo Leon,0.67,0,0.0,0.09,0,13,5,20,0.901345291,,,
1319,2019-05-14,MTYGA,True,223,222,317817.59,Nuevo Leon,0.74,0,0.0,0.44,1,14,5,20,0.995515695,,,
1320,2019-05-15,MTYGA,True,223,219,300918.18,Nuevo Leon,0.8,0,0.0,0.0,2,15,5,20,0.98206278,,,
1321,2019-05-17,MTYGA,True,223,134,172684.61,Nuevo Leon,0.84,0,0.0,0.1,4,17,5,20,0.600896861,,,
1322,2019-05-18,MTYGA,True,223,148,180599.63,Nuevo Leon,0.88,0,0.0,0.59,5,18,5,20,0.66367713,,,
1323,2019-05-19,MTYGA,True,223,88,119393.68,Nuevo Leon,1.0,0,0.0,1.0,6,19,5,20,0.394618834,,,
1324,2019-05-20,MTYGA,True,223,158,235692.74,Nuevo Leon,0.93,0,0.0,0.5,0,20,5,20,0.708520179,,,
1325,2019-05-21,MTYGA,True,223,217,320574.81,Nuevo Leon,0.85,0,0.0,0.12,1,21,5,20,0.97309417,,,
1326,2019-05-23,MTYGA,True,223,223,331453.97,Nuevo Leon,0.73,0,0.0,0.19,3,23,5,20,1.0,,,
1327,2019-05-24,MTYGA,True,223,160,218743.04,Nuevo Leon,0.78,0,0.0,0.28,4,24,5,20,0.717488789,,,
1328,2019-05-25,MTYGA,True,223,214,277586.25,Nuevo Leon,0.74,0,0.0,0.27,5,25,5,20,0.959641256,,,
1329,2019-05-26,MTYGA,True,223,108,126731.56,Nuevo Leon,0.69,0,0.0,0.36,6,26,5,20,0.484304933,,,
1330,2019-05-27,MTYGA,True,223,170,236297.53,Nuevo Leon,0.69,0,0.0,0.09,0,27,5,20,0.762331839,,,
1331,2019-05-28,MTYGA,True,223,213,297078.12,Nuevo Leon,0.64,0,0.0,0.0,1,28,5,20,0.955156951,,,
1332,2019-05-29,MTYGA,True,223,223,324602.35,Nuevo Leon,0.61,0,0.0,0.44,2,29,5,20,1.0,,,
1333,2019-05-30,MTYGA,True,223,223,320482.9,Nuevo Leon,0.58,0,0.0,0.09,3,30,5,20,1.0,,,
1334,2019-05-31,MTYGA,True,223,184,256048.71,Nuevo Leon,0.56,0,0.0,0.0,4,31,5,20,0.825112108,,,
1335,2019-06-01,MTYGA,True,223,134,162519.3,Nuevo Leon,0.97,0,0.0,0.0,5,1,6,20,0.600896861,,,
1336,2019-06-02,MTYGA,True,223,105,135281.15,Nuevo Leon,0.95,0,0.0,0.28,6,2,6,20,0.470852018,,,
1337,2019-06-03,MTYGA,True,223,179,248736.67,Nuevo Leon,0.99,0,0.0,0.0,0,3,6,20,0.802690583,,,
1338,2019-06-04,MTYGA,True,223,221,323958.52,Nuevo Leon,0.98,0,0.0,0.68,1,4,6,20,0.99103139,,,
1339,2019-06-05,MTYGA,True,223,222,324357.69,Nuevo Leon,0.87,0,0.0,0.34,2,5,6,20,0.995515695,,,
1340,2019-06-06,MTYGA,True,223,222,329991.34,Nuevo Leon,0.86,0,0.0,0.82,3,6,6,20,0.995515695,,,
1341,2019-06-07,MTYGA,True,223,163,222716.45,Nuevo Leon,0.84,0,0.0,0.26,4,7,6,20,0.730941704,,,
1342,2019-06-08,MTYGA,True,223,197,252113.35,Nuevo Leon,0.86,0,0.0,0.0,5,8,6,20,0.883408072,,,
1343,2019-06-09,MTYGA,True,223,128,163071.81,Nuevo Leon,0.94,0,0.0,0.86,6,9,6,20,0.573991031,,,
1344,2019-06-10,MTYGA,True,223,162,219188.36,Nuevo Leon,0.81,0,0.0,0.31,0,10,6,20,0.726457399,,,
1345,2019-06-11,MTYGA,True,223,223,322752.54,Nuevo Leon,0.99,0,0.0,0.36,1,11,6,20,1.0,,,
1346,2019-06-12,MTYGA,True,223,221,314542.32,Nuevo Leon,0.96,0,0.0,0.0,2,12,6,20,0.99103139,,,
1347,2019-06-13,MTYGA,True,223,221,322585.62,Nuevo Leon,0.89,0,0.0,0.8,3,13,6,20,0.99103139,,,
1348,2019-06-14,MTYGA,True,223,168,220370.88,Nuevo Leon,0.93,0,0.0,0.0,4,14,6,20,0.753363229,,,
1349,2019-06-15,MTYGA,True,223,169,207738.6,Nuevo Leon,0.93,0,0.0,0.28,5,15,6,20,0.757847534,,,
1350,2019-06-16,MTYGA,True,223,112,143646.96,Nuevo Leon,0.99,0,0.0,0.0,6,16,6,20,0.502242152,,,
1351,2019-06-17,MTYGA,True,223,163,226070.78,Nuevo Leon,0.96,0,0.0,0.28,0,17,6,20,0.730941704,,,
1352,2019-06-18,MTYGA,True,223,221,314194.83,Nuevo Leon,1.0,0,0.0,0.34,1,18,6,20,0.99103139,,,
1353,2019-06-20,MTYGA,True,223,199,271869.48,Nuevo Leon,0.89,0,0.0,0.52,3,20,6,20,0.892376682,,,
1354,2019-06-21,MTYGA,True,223,168,224378.16,Nuevo Leon,0.9,0,0.0,0.26,4,21,6,20,0.753363229,,,
1355,2019-06-23,MTYGA,True,223,115,147400.18,Nuevo Leon,0.91,0,0.0,0.79,6,23,6,20,0.515695067,,,
1356,2019-06-24,MTYGA,True,223,183,258936.11,Nuevo Leon,0.93,0,0.0,0.55,0,24,6,20,0.820627803,,,
1357,2019-06-25,MTYGA,True,223,217,312195.58,Nuevo Leon,0.94,0,0.0,1.0,1,25,6,20,0.97309417,,,
1358,2019-06-26,MTYGA,True,223,217,318130.51,Nuevo Leon,0.97,0,0.0,0.68,2,26,6,20,0.97309417,,,
1359,2019-06-27,MTYGA,True,223,223,319581.94,Nuevo Leon,0.89,0,0.0,0.26,3,27,6,20,1.0,,,
1360,2019-06-28,MTYGA,True,223,159,204774.91,Nuevo Leon,0.88,0,0.0,0.51,4,28,6,20,0.713004484,,,
1361,2019-06-29,MTYGA,True,223,163,201845.71,Nuevo Leon,0.88,0,0.0,0.25,5,29,6,20,0.730941704,,,
1362,2019-06-30,MTYGA,True,223,109,142115.06,Nuevo Leon,0.9,0,0.0,0.26,6,30,6,20,0.488789238,,,
1363,2019-07-01,MTYGA,True,223,147,196904.37,Nuevo Leon,0.9,0,0.0,0.55,0,1,7,20,0.659192825,,,
1364,2019-07-02,MTYGA,True,223,177,234166.51,Nuevo Leon,0.88,0,0.0,0.16,1,2,7,20,0.793721973,,,
1365,2019-07-03,MTYGA,True,223,185,242533.44,Nuevo Leon,0.83,0,0.0,0.16,2,3,7,20,0.829596413,,,
1366,2019-07-04,MTYGA,True,223,204,279615.43,Nuevo Leon,0.75,0,0.0,0.26,3,4,7,20,0.914798206,,,
1367,2019-07-05,MTYGA,True,223,180,245168.4,Nuevo Leon,0.8,0,0.0,0.13,4,5,7,20,0.807174888,,,
1368,2019-07-06,MTYGA,True,223,169,207840.79,Nuevo Leon,0.78,0,0.0,0.51,5,6,7,20,0.757847534,,,
1369,2019-07-07,MTYGA,True,223,104,137624.06,Nuevo Leon,0.82,0,0.0,0.13,6,7,7,20,0.466367713,,,
1370,2019-07-08,MTYGA,True,223,168,239569.49,Nuevo Leon,0.85,0,0.0,0.27,0,8,7,20,0.753363229,,,
