,date,venue_code,found,rooms_available,rooms_occupied,room_revenue,state,hotelSearchesMX,is_holiday,hocc,hotelSearches,dayofweek,day,month,venue_encode,occ,Evento,Lugar,Modalidad
0,2019-02-01,MTYCP,True,219,114,147635.93,Nuevo Leon,0.79,0,0.0,0.0,4,1,2,19,0.520547945,,,
1,2019-02-02,MTYCP,True,219,34,60438.32,Nuevo Leon,0.98,0,0.0,0.6,5,2,2,19,0.155251142,,,
2,2019-02-03,MTYCP,True,219,48,81186.37,Nuevo Leon,1.0,0,0.0,0.55,6,3,2,19,0.219178082,,,
3,2019-02-04,MTYCP,True,219,126,240749.09,Nuevo Leon,0.96,1,0.0,0.0,0,4,2,19,0.575342466,,,
4,2019-02-05,MTYCP,True,219,180,369532.41,Nuevo Leon,0.86,1,0.0,0.31,1,5,2,19,0.821917808,,,
5,2019-02-06,MTYCP,True,219,205,418051.7,Nuevo Leon,0.72,0,0.0,0.0,2,6,2,19,0.936073059,,,
6,2019-02-07,MTYCP,True,219,205,411124.27,Nuevo Leon,0.78,0,0.0,0.0,3,7,2,19,0.936073059,,,
7,2019-02-08,MTYCP,True,219,57,105203.73,Nuevo Leon,0.82,0,0.0,0.24,4,8,2,19,0.260273973,,,
8,2019-02-09,MTYCP,True,219,57,87354.97,Nuevo Leon,0.75,0,0.0,0.24,5,9,2,19,0.260273973,,,
9,2019-02-10,MTYCP,True,219,76,138149.31,Nuevo Leon,0.82,0,0.0,0.72,6,10,2,19,0.347031963,,,
10,2019-02-11,MTYCP,True,219,166,333449.64,Nuevo Leon,0.79,0,0.0,1.0,0,11,2,19,0.757990868,,,
11,2019-02-12,MTYCP,True,219,204,427036.18,Nuevo Leon,0.79,0,0.0,0.3,1,12,2,19,0.931506849,,,
12,2019-02-13,MTYCP,True,219,200,407616.96,Nuevo Leon,0.74,0,0.0,0.0,2,13,2,19,0.913242009,,,
13,2019-02-14,MTYCP,True,219,158,315248.55,Nuevo Leon,0.8,0,0.0,0.25,3,14,2,19,0.721461187,,,
14,2019-02-15,MTYCP,True,219,77,130355.8,Nuevo Leon,0.76,0,0.0,0.47,4,15,2,19,0.351598174,,,
15,2019-02-16,MTYCP,True,219,59,101904.5,Nuevo Leon,0.79,0,0.0,0.47,5,16,2,19,0.269406393,,,
16,2019-02-17,MTYCP,True,219,82,144588.86,Nuevo Leon,0.79,0,0.0,0.69,6,17,2,19,0.374429224,,,
17,2019-02-18,MTYCP,True,219,159,331978.58,Nuevo Leon,0.79,0,0.0,0.49,0,18,2,19,0.726027397,,,
18,2019-02-19,MTYCP,True,219,203,410572.2,Nuevo Leon,0.84,0,0.0,0.0,1,19,2,19,0.926940639,,,
19,2019-02-20,MTYCP,True,219,204,414680.47,Nuevo Leon,0.75,0,0.0,0.0,2,20,2,19,0.931506849,,,
20,2019-02-21,MTYCP,True,219,204,403809.42,Nuevo Leon,0.73,0,0.0,0.0,3,21,2,19,0.931506849,,,
21,2019-02-22,MTYCP,True,219,68,122786.35,Nuevo Leon,0.77,0,0.0,0.0,4,22,2,19,0.310502283,,,
22,2019-02-23,MTYCP,True,219,81,115513.39,Nuevo Leon,0.8,0,0.0,0.46,5,23,2,19,0.369863014,,,
23,2019-02-24,MTYCP,True,219,85,145819.85,Nuevo Leon,0.78,0,0.0,0.47,6,24,2,19,0.388127854,,,
24,2019-02-25,MTYCP,True,219,177,354089.82,Nuevo Leon,0.82,0,0.0,0.0,0,25,2,19,0.808219178,,,
25,2019-02-26,MTYCP,True,219,214,435250.84,Nuevo Leon,0.82,0,0.0,0.0,1,26,2,19,0.97716895,,,
26,2019-02-27,MTYCP,True,219,213,428721.9,Nuevo Leon,0.79,0,0.0,0.31,2,27,2,19,0.97260274,,,
27,2019-02-28,MTYCP,True,219,185,372464.56,Nuevo Leon,0.82,0,0.0,0.48,3,28,2,19,0.844748858,,,
28,2019-03-01,MTYCP,True,219,110,195934.77,Nuevo Leon,0.78,0,0.0,0.68,4,1,3,19,0.502283105,,,
29,2019-03-02,MTYCP,True,219,84,141530.01,Nuevo Leon,0.76,0,0.0,0.23,5,2,3,19,0.383561644,,,
30,2019-03-03,MTYCP,True,219,122,217845.44,Nuevo Leon,0.81,0,0.0,0.46,6,3,3,19,0.557077626,,,
31,2019-03-04,MTYCP,True,219,188,379029.69,Nuevo Leon,0.85,0,0.0,0.0,0,4,3,19,0.858447489,,,
32,2019-03-05,MTYCP,True,219,199,413715.81,Nuevo Leon,1.0,0,0.0,0.0,1,5,3,19,0.908675799,,,
33,2019-03-06,MTYCP,True,219,201,429100.53,Nuevo Leon,0.96,0,0.0,0.0,2,6,3,19,0.917808219,,,
34,2019-03-07,MTYCP,True,219,185,384424.12,Nuevo Leon,0.79,0,0.0,0.0,3,7,3,19,0.844748858,,,
35,2019-03-08,MTYCP,True,219,67,124963.25,Nuevo Leon,0.8,0,0.0,0.75,4,8,3,19,0.305936073,,,
36,2019-03-09,MTYCP,True,219,55,90766.81,Nuevo Leon,0.8,0,0.0,0.48,5,9,3,19,0.251141553,,,
37,2019-03-10,MTYCP,True,219,101,178921.32,Nuevo Leon,0.83,0,0.0,0.24,6,10,3,19,0.461187215,,,
38,2019-03-11,MTYCP,True,219,200,390227.5,Nuevo Leon,0.84,0,0.0,0.0,0,11,3,19,0.913242009,,,
39,2019-03-12,MTYCP,True,219,201,405849.84,Nuevo Leon,0.87,0,0.0,0.31,1,12,3,19,0.917808219,,,
40,2019-03-13,MTYCP,True,219,197,396760.67,Nuevo Leon,0.77,0,0.0,0.0,2,13,3,19,0.899543379,,,
41,2019-03-14,MTYCP,True,219,189,360326.45,Nuevo Leon,0.8,0,0.0,0.49,3,14,3,19,0.863013699,,,
42,2019-03-15,MTYCP,True,219,97,147594.1,Nuevo Leon,0.8,0,0.0,0.48,4,15,3,19,0.442922374,,,
43,2019-03-16,MTYCP,True,219,61,81846.16,Nuevo Leon,0.82,0,0.0,0.0,5,16,3,19,0.278538813,,,
44,2019-03-17,MTYCP,True,219,52,83254.81,Nuevo Leon,0.76,0,0.0,0.0,6,17,3,19,0.237442922,,,
45,2019-03-18,MTYCP,True,219,142,277308.05,Nuevo Leon,0.94,1,0.0,0.82,0,18,3,19,0.648401826,,,
46,2019-03-19,MTYCP,True,219,180,376418.32,Nuevo Leon,0.96,0,0.0,0.32,1,19,3,19,0.821917808,,,
47,2019-03-20,MTYCP,True,219,200,421752.99,Nuevo Leon,0.9,0,0.0,0.65,2,20,3,19,0.913242009,,,
48,2019-03-21,MTYCP,True,219,201,441097.81,Nuevo Leon,0.87,1,0.0,0.5,3,21,3,19,0.917808219,,,
49,2019-03-22,MTYCP,True,219,193,384299.03,Nuevo Leon,0.83,0,0.0,0.0,4,22,3,19,0.881278539,,,
50,2019-03-23,MTYCP,True,219,106,194969.1,Nuevo Leon,0.88,0,0.0,0.24,5,23,3,19,0.484018265,,,
51,2019-03-24,MTYCP,True,219,97,177349.3,Nuevo Leon,0.87,0,0.0,0.0,6,24,3,19,0.442922374,,,
52,2019-03-25,MTYCP,True,219,195,372295.37,Nuevo Leon,0.91,0,0.0,0.0,0,25,3,19,0.890410959,,,
53,2019-03-26,MTYCP,True,219,201,388079.01,Nuevo Leon,0.91,0,0.0,0.31,1,26,3,19,0.917808219,,,
54,2019-03-27,MTYCP,True,219,193,369055.5,Nuevo Leon,0.88,0,0.0,0.0,2,27,3,19,0.881278539,,,
55,2019-03-28,MTYCP,True,219,177,331233.07,Nuevo Leon,0.82,0,0.0,0.24,3,28,3,19,0.808219178,,,
56,2019-03-29,MTYCP,True,219,86,140647.44,Nuevo Leon,0.87,0,0.0,0.0,4,29,3,19,0.392694064,,,
57,2019-03-30,MTYCP,True,219,75,107568.92,Nuevo Leon,0.89,0,0.0,0.46,5,30,3,19,0.342465753,,,
58,2019-03-31,MTYCP,True,219,70,127364.07,Nuevo Leon,0.87,0,0.0,1.0,6,31,3,19,0.319634703,,,
59,2019-04-01,MTYCP,True,219,155,294420.92,Nuevo Leon,0.78,0,0.0,0.16,0,1,4,19,0.707762557,,,
60,2019-04-02,MTYCP,True,219,162,329307.42,Nuevo Leon,0.83,0,0.0,0.38,1,2,4,19,0.739726027,,,
61,2019-04-03,MTYCP,True,219,178,364788.42,Nuevo Leon,0.77,0,0.0,0.21,2,3,4,19,0.812785388,,,
62,2019-04-04,MTYCP,True,219,175,349544.45,Nuevo Leon,0.78,0,0.0,0.49,3,4,4,19,0.799086758,,,
63,2019-04-05,MTYCP,True,219,85,133249.74,Nuevo Leon,0.74,0,0.0,0.15,4,5,4,19,0.388127854,,,
64,2019-04-06,MTYCP,True,219,71,114746.64,Nuevo Leon,0.73,0,0.0,0.3,5,6,4,19,0.324200913,,,
65,2019-04-07,MTYCP,True,219,113,207833.19,Nuevo Leon,0.76,0,0.0,0.16,6,7,4,19,0.515981735,,,
66,2019-04-08,MTYCP,True,219,202,410151.68,Nuevo Leon,0.74,0,0.0,0.49,0,8,4,19,0.922374429,,,
67,2019-04-09,MTYCP,True,219,203,416538.45,Nuevo Leon,0.87,0,0.0,0.2,1,9,4,19,0.926940639,,,
68,2019-04-10,MTYCP,True,219,201,401162.77,Nuevo Leon,0.77,0,0.0,0.4,2,10,4,19,0.917808219,,,
69,2019-04-11,MTYCP,True,219,180,352665.68,Nuevo Leon,0.8,0,0.0,0.32,3,11,4,19,0.821917808,,,
70,2019-04-12,MTYCP,True,219,0,158301.14,Nuevo Leon,0.84,0,0.0,0.3,4,12,4,19,0.0,,,
71,2019-04-13,MTYCP,True,219,91,145419.22,Nuevo Leon,0.83,0,0.0,0.3,5,13,4,19,0.415525114,,,
72,2019-04-14,MTYCP,True,219,77,137157.27,Nuevo Leon,0.85,0,0.0,0.61,6,14,4,19,0.351598174,,,
73,2019-04-15,MTYCP,True,219,124,243484.64,Nuevo Leon,0.89,0,0.0,0.34,0,15,4,19,0.566210046,,,
74,2019-04-16,MTYCP,True,219,144,272589.36,Nuevo Leon,1.0,0,0.0,0.21,1,16,4,19,0.657534247,,,
75,2019-04-17,MTYCP,True,219,122,223854.15,Nuevo Leon,1.0,0,0.0,0.66,2,17,4,19,0.557077626,,,
76,2019-04-18,MTYCP,True,219,88,148687.43,Nuevo Leon,0.77,0,0.0,0.0,3,18,4,19,0.401826484,,,
77,2019-04-19,MTYCP,True,219,45,65879.73,Nuevo Leon,0.82,0,0.0,0.31,4,19,4,19,0.205479452,,,
78,2019-04-20,MTYCP,True,219,36,53963.97,Nuevo Leon,0.73,0,0.0,0.31,5,20,4,19,0.164383562,,,
79,2019-04-21,MTYCP,True,219,50,92654.07,Nuevo Leon,0.72,0,0.0,0.47,6,21,4,19,0.228310502,,,
80,2019-04-22,MTYCP,True,219,152,288209.74,Nuevo Leon,0.79,0,0.0,1.0,0,22,4,19,0.694063927,,,
81,2019-04-23,MTYCP,True,219,174,338545.96,Nuevo Leon,0.82,0,0.0,0.2,1,23,4,19,0.794520548,,,
82,2019-04-24,MTYCP,True,219,188,355803.89,Nuevo Leon,0.86,0,0.0,0.59,2,24,4,19,0.858447489,,,
83,2019-04-25,MTYCP,True,219,180,354778.61,Nuevo Leon,0.78,0,0.0,0.33,3,25,4,19,0.821917808,,,
84,2019-04-26,MTYCP,True,219,55,87899.57,Nuevo Leon,0.75,0,0.0,0.77,4,26,4,19,0.251141553,,,
85,2019-04-27,MTYCP,True,219,73,95044.35,Nuevo Leon,0.77,0,0.0,0.47,5,27,4,19,0.333333333,,,
86,2019-04-28,MTYCP,True,219,67,116130.67,Nuevo Leon,0.74,0,0.0,0.31,6,28,4,19,0.305936073,,,
87,2019-04-29,MTYCP,True,219,122,242079.28,Nuevo Leon,0.76,0,0.0,0.33,0,29,4,19,0.557077626,,,
88,2019-04-30,MTYCP,True,219,116,231560.51,Nuevo Leon,0.85,0,0.0,0.4,1,30,4,19,0.529680365,,,
89,2019-05-01,MTYCP,True,219,136,277943.9,Nuevo Leon,0.78,1,0.0,0.41,2,1,5,19,0.621004566,,,
90,2019-05-02,MTYCP,True,219,150,312965.55,Nuevo Leon,0.59,0,0.0,0.09,3,2,5,19,0.684931507,,,
91,2019-05-03,MTYCP,True,219,60,101680.41,Nuevo Leon,0.61,0,0.0,0.24,4,3,5,19,0.273972603,,,
92,2019-05-04,MTYCP,True,219,46,74491.89,Nuevo Leon,0.63,0,0.0,0.32,5,4,5,19,0.210045662,,,
93,2019-05-05,MTYCP,True,219,88,153288.26,Nuevo Leon,0.61,0,0.0,0.08,6,5,5,19,0.401826484,,,
94,2019-05-06,MTYCP,True,219,171,366299.44,Nuevo Leon,0.65,0,0.0,0.0,0,6,5,19,0.780821918,,,
95,2019-05-07,MTYCP,True,219,202,423498.52,Nuevo Leon,0.66,0,0.0,0.31,1,7,5,19,0.922374429,,,
96,2019-05-08,MTYCP,True,219,205,427262.73,Nuevo Leon,0.63,0,0.0,0.21,2,8,5,19,0.936073059,,,
97,2019-05-09,MTYCP,True,219,187,394602.28,Nuevo Leon,0.65,0,0.0,0.25,3,9,5,19,0.853881279,,,
98,2019-05-10,MTYCP,True,219,70,127606.27,Nuevo Leon,0.61,0,0.0,0.24,4,10,5,19,0.319634703,,,
99,2019-05-11,MTYCP,True,219,39,67025.02,Nuevo Leon,0.6,0,0.0,0.08,5,11,5,19,0.178082192,,,
100,2019-05-12,MTYCP,True,219,68,121868.66,Nuevo Leon,0.63,0,0.0,0.25,6,12,5,19,0.310502283,,,
101,2019-05-13,MTYCP,True,219,185,374616.36,Nuevo Leon,0.67,0,0.0,0.09,0,13,5,19,0.844748858,,,
102,2019-05-14,MTYCP,True,219,194,410303.37,Nuevo Leon,0.74,0,0.0,0.44,1,14,5,19,0.885844749,,,
103,2019-05-15,MTYCP,True,219,201,418412.01,Nuevo Leon,0.8,0,0.0,0.0,2,15,5,19,0.917808219,,,
104,2019-05-16,MTYCP,True,219,199,410616.74,Nuevo Leon,0.77,0,0.0,0.19,3,16,5,19,0.908675799,,,
105,2019-05-17,MTYCP,True,219,50,78032.09,Nuevo Leon,0.84,0,0.0,0.1,4,17,5,19,0.228310502,,,
106,2019-05-18,MTYCP,True,219,45,81029.82,Nuevo Leon,0.88,0,0.0,0.59,5,18,5,19,0.205479452,,,
107,2019-05-19,MTYCP,True,219,82,150552.29,Nuevo Leon,1.0,0,0.0,1.0,6,19,5,19,0.374429224,,,
108,2019-05-20,MTYCP,True,219,161,349617.48,Nuevo Leon,0.93,0,0.0,0.5,0,20,5,19,0.735159817,,,
109,2019-05-21,MTYCP,True,219,164,351420.3,Nuevo Leon,0.85,0,0.0,0.12,1,21,5,19,0.748858447,,,
110,2019-05-22,MTYCP,True,219,195,397497.84,Nuevo Leon,0.74,0,0.0,0.13,2,22,5,19,0.890410959,,,
111,2019-05-23,MTYCP,True,219,168,339496.74,Nuevo Leon,0.73,0,0.0,0.19,3,23,5,19,0.767123288,,,
112,2019-05-24,MTYCP,True,219,70,113810.02,Nuevo Leon,0.78,0,0.0,0.28,4,24,5,19,0.319634703,,,
113,2019-05-25,MTYCP,True,219,42,69364.98,Nuevo Leon,0.74,0,0.0,0.27,5,25,5,19,0.191780822,,,
114,2019-05-26,MTYCP,True,219,49,86348.4,Nuevo Leon,0.69,0,0.0,0.36,6,26,5,19,0.223744292,,,
115,2019-05-27,MTYCP,True,219,68,125920.85,Nuevo Leon,0.69,0,0.0,0.09,0,27,5,19,0.310502283,,,
116,2019-05-28,MTYCP,True,219,136,285503.13,Nuevo Leon,0.64,0,0.0,0.0,1,28,5,19,0.621004566,,,
117,2019-05-29,MTYCP,True,219,157,332611.95,Nuevo Leon,0.61,0,0.0,0.44,2,29,5,19,0.716894977,,,
118,2019-05-30,MTYCP,True,219,141,305981.59,Nuevo Leon,0.58,0,0.0,0.09,3,30,5,19,0.643835616,,,
119,2019-05-31,MTYCP,True,219,58,94914.91,Nuevo Leon,0.56,0,0.0,0.0,4,31,5,19,0.264840183,,,
120,2019-06-01,MTYCP,True,219,56,92927.45,Nuevo Leon,0.97,0,0.0,0.0,5,1,6,19,0.255707763,,,
121,2019-06-02,MTYCP,True,219,105,182382.41,Nuevo Leon,0.95,0,0.0,0.28,6,2,6,19,0.479452055,,,
122,2019-06-03,MTYCP,True,219,177,377690.8,Nuevo Leon,0.99,0,0.0,0.0,0,3,6,19,0.808219178,,,
123,2019-06-04,MTYCP,True,219,208,430134.63,Nuevo Leon,0.98,0,0.0,0.68,1,4,6,19,0.949771689,,,
124,2019-06-05,MTYCP,True,219,209,438333.68,Nuevo Leon,0.87,0,0.0,0.34,2,5,6,19,0.9543379,,,
125,2019-06-06,MTYCP,True,219,188,366667.06,Nuevo Leon,0.86,0,0.0,0.82,3,6,6,19,0.858447489,,,
126,2019-06-07,MTYCP,True,219,66,116110.07,Nuevo Leon,0.84,0,0.0,0.26,4,7,6,19,0.301369863,,,
127,2019-06-08,MTYCP,True,219,51,86354.12,Nuevo Leon,0.86,0,0.0,0.0,5,8,6,19,0.232876712,,,
128,2019-06-09,MTYCP,True,219,71,123159.23,Nuevo Leon,0.94,0,0.0,0.86,6,9,6,19,0.324200913,,,
129,2019-06-10,MTYCP,True,219,170,336226.29,Nuevo Leon,0.81,0,0.0,0.31,0,10,6,19,0.776255708,,,
130,2019-06-11,MTYCP,True,219,213,442148.38,Nuevo Leon,0.99,0,0.0,0.36,1,11,6,19,0.97260274,,,
131,2019-06-12,MTYCP,True,219,213,462483.26,Nuevo Leon,0.96,0,0.0,0.0,2,12,6,19,0.97260274,,,
132,2019-06-13,MTYCP,True,219,175,348904.32,Nuevo Leon,0.89,0,0.0,0.8,3,13,6,19,0.799086758,,,
133,2019-06-14,MTYCP,True,219,76,127428.4,Nuevo Leon,0.93,0,0.0,0.0,4,14,6,19,0.347031963,,,
134,2019-06-15,MTYCP,True,219,47,88053.3,Nuevo Leon,0.93,0,0.0,0.28,5,15,6,19,0.214611872,,,
135,2019-06-16,MTYCP,True,219,60,107261.39,Nuevo Leon,0.99,0,0.0,0.0,6,16,6,19,0.273972603,,,
136,2019-06-17,MTYCP,True,219,139,278257.35,Nuevo Leon,0.96,0,0.0,0.28,0,17,6,19,0.634703196,,,
137,2019-06-18,MTYCP,True,219,203,425310.51,Nuevo Leon,1.0,0,0.0,0.34,1,18,6,19,0.926940639,,,
138,2019-06-19,MTYCP,True,219,175,358261.13,Nuevo Leon,0.9,0,0.0,0.69,2,19,6,19,0.799086758,,,
139,2019-06-20,MTYCP,True,219,167,329141.1,Nuevo Leon,0.89,0,0.0,0.52,3,20,6,19,0.762557078,,,
140,2019-06-21,MTYCP,True,219,84,139417.81,Nuevo Leon,0.9,0,0.0,0.26,4,21,6,19,0.383561644,,,
141,2019-06-22,MTYCP,True,219,100,137276.13,Nuevo Leon,0.93,0,0.0,0.78,5,22,6,19,0.456621005,,,
142,2019-06-23,MTYCP,True,219,96,165175.01,Nuevo Leon,0.91,0,0.0,0.79,6,23,6,19,0.438356164,,,
143,2019-06-24,MTYCP,True,219,141,273785.49,Nuevo Leon,0.93,0,0.0,0.55,0,24,6,19,0.643835616,,,
144,2019-06-25,MTYCP,True,219,185,363089.77,Nuevo Leon,0.94,0,0.0,1.0,1,25,6,19,0.844748858,,,
145,2019-06-26,MTYCP,True,219,196,392317.97,Nuevo Leon,0.97,0,0.0,0.68,2,26,6,19,0.894977169,,,
146,2019-06-27,MTYCP,True,219,187,365735.91,Nuevo Leon,0.89,0,0.0,0.26,3,27,6,19,0.853881279,,,
147,2019-06-28,MTYCP,True,219,74,126613.62,Nuevo Leon,0.88,0,0.0,0.51,4,28,6,19,0.337899543,,,
148,2019-06-29,MTYCP,True,219,50,81800.95,Nuevo Leon,0.88,0,0.0,0.25,5,29,6,19,0.228310502,,,
149,2019-06-30,MTYCP,True,219,61,105085.55,Nuevo Leon,0.9,0,0.0,0.26,6,30,6,19,0.278538813,,,
150,2019-07-01,MTYCP,True,219,0,176951.15,Nuevo Leon,0.9,0,0.0,0.55,0,1,7,19,0.0,,,
151,2019-07-02,MTYCP,True,219,103,207844.45,Nuevo Leon,0.88,0,0.0,0.16,1,2,7,19,0.470319635,,,
152,2019-07-03,MTYCP,True,219,88,165452.75,Nuevo Leon,0.83,0,0.0,0.16,2,3,7,19,0.401826484,,,
153,2019-07-04,MTYCP,True,219,86,159478.24,Nuevo Leon,0.75,0,0.0,0.26,3,4,7,19,0.392694064,,,
154,2019-07-05,MTYCP,True,219,51,82580.37,Nuevo Leon,0.8,0,0.0,0.13,4,5,7,19,0.232876712,,,
155,2019-07-06,MTYCP,True,219,64,88748.46,Nuevo Leon,0.78,0,0.0,0.51,5,6,7,19,0.292237443,,,
156,2019-07-07,MTYCP,True,219,101,163997.41,Nuevo Leon,0.82,0,0.0,0.13,6,7,7,19,0.461187215,,,
157,2019-07-08,MTYCP,True,219,204,403412.8,Nuevo Leon,0.85,0,0.0,0.27,0,8,7,19,0.931506849,,,
158,2019-07-09,MTYCP,True,219,211,419310.43,Nuevo Leon,0.86,0,0.0,0.17,1,9,7,19,0.96347032,,,
159,2019-07-10,MTYCP,True,219,206,407499.46,Nuevo Leon,0.89,0,0.0,0.18,2,10,7,19,0.940639269,,,
160,2019-07-11,MTYCP,True,219,190,361085.95,Nuevo Leon,0.84,0,0.0,0.27,3,11,7,19,0.867579909,,,
161,2019-07-12,MTYCP,True,219,60,99206.02,Nuevo Leon,0.85,0,0.0,0.0,4,12,7,19,0.273972603,,,
162,2019-07-13,MTYCP,True,219,49,72643.56,Nuevo Leon,0.84,0,0.0,0.13,5,13,7,19,0.223744292,,,
163,2019-07-14,MTYCP,True,219,106,181591.89,Nuevo Leon,0.81,0,0.0,0.39,6,14,7,19,0.484018265,,,
164,2019-07-15,MTYCP,True,219,183,350743.5,Nuevo Leon,0.83,0,0.0,0.14,0,15,7,19,0.835616438,,,
165,2019-07-16,MTYCP,True,219,215,421822.51,Nuevo Leon,0.84,0,0.0,1.0,1,16,7,19,0.98173516,,,
166,2019-07-17,MTYCP,True,219,214,405268.42,Nuevo Leon,0.84,0,0.0,0.0,2,17,7,19,0.97716895,,,
167,2019-07-18,MTYCP,True,219,178,352534.59,Nuevo Leon,0.86,0,0.0,0.28,3,18,7,19,0.812785388,,,
168,2019-07-19,MTYCP,True,219,214,405268.42,Nuevo Leon,0.91,0,0.0,0.54,4,19,7,19,0.97716895,,,
169,2019-07-20,MTYCP,True,219,50,82499.58,Nuevo Leon,0.89,0,0.0,0.0,5,20,7,19,0.228310502,,,
170,2019-07-21,MTYCP,True,219,83,145720.97,Nuevo Leon,0.89,0,0.0,0.41,6,21,7,19,0.378995434,,,
171,2019-07-22,MTYCP,True,219,161,320756.02,Nuevo Leon,0.88,0,0.0,0.58,0,22,7,19,0.735159817,,,
172,2019-07-23,MTYCP,True,219,168,332906.58,Nuevo Leon,1.0,0,0.0,0.34,1,23,7,19,0.767123288,,,
173,2019-07-24,MTYCP,True,219,201,403754.91,Nuevo Leon,0.98,0,0.0,0.36,2,24,7,19,0.917808219,,,
174,2019-07-25,MTYCP,True,219,185,369954.64,Nuevo Leon,0.92,0,0.0,0.27,3,25,7,19,0.844748858,,,
175,2019-07-26,MTYCP,True,219,64,108042.82,Nuevo Leon,0.94,0,0.0,0.27,4,26,7,19,0.292237443,,,
176,2019-07-27,MTYCP,True,219,40,71883.57,Nuevo Leon,0.94,0,0.0,0.13,5,27,7,19,0.182648402,,,
177,2019-07-28,MTYCP,True,219,68,121616.51,Nuevo Leon,0.92,0,0.0,0.14,6,28,7,19,0.310502283,,,
178,2019-07-29,MTYCP,True,219,145,281873.76,Nuevo Leon,0.93,0,0.0,0.72,0,29,7,19,0.662100457,,,
179,2019-07-30,MTYCP,True,219,167,322972.19,Nuevo Leon,0.98,0,0.0,0.34,1,30,7,19,0.762557078,,,
180,2019-07-31,MTYCP,True,219,167,324830.03,Nuevo Leon,0.98,0,0.0,0.37,2,31,7,19,0.762557078,,,
181,2019-08-01,MTYCP,True,219,133,259955.7,Nuevo Leon,0.77,0,0.0,0.47,3,1,8,19,0.607305936,,,
182,2019-08-02,MTYCP,True,219,54,93057.5,Nuevo Leon,0.79,0,0.0,0.0,4,2,8,19,0.246575342,,,
183,2019-08-03,MTYCP,True,219,41,68175.81,Nuevo Leon,0.77,0,0.0,0.0,5,3,8,19,0.187214612,,,
184,2019-08-04,MTYCP,True,219,80,138570.05,Nuevo Leon,0.82,0,0.0,0.23,6,4,8,19,0.365296804,,,
185,2019-08-05,MTYCP,True,219,148,281548.01,Nuevo Leon,0.84,0,0.0,0.12,0,5,8,19,0.675799087,,,
186,2019-08-06,MTYCP,True,219,165,325444.82,Nuevo Leon,0.87,0,0.0,0.29,1,6,8,19,0.753424658,,,
187,2019-08-07,MTYCP,True,219,162,330355.89,Nuevo Leon,0.82,0,0.0,0.56,2,7,8,19,0.739726027,,,
188,2019-08-08,MTYCP,True,219,154,305170.67,Nuevo Leon,0.86,0,0.0,0.11,3,8,8,19,0.703196347,,,
189,2019-08-09,MTYCP,True,219,51,87749.96,Nuevo Leon,0.88,0,0.0,0.71,4,9,8,19,0.232876712,,,
190,2019-08-10,MTYCP,True,219,39,61863.3,Nuevo Leon,0.89,0,0.0,0.46,5,10,8,19,0.178082192,,,
191,2019-08-11,MTYCP,True,219,56,97047.47,Nuevo Leon,0.88,0,0.0,0.12,6,11,8,19,0.255707763,,,
192,2019-08-12,MTYCP,True,219,151,301731.66,Nuevo Leon,0.9,0,0.0,0.36,0,12,8,19,0.689497717,,,
193,2019-08-13,MTYCP,True,219,167,358051.0,Nuevo Leon,0.92,0,0.0,0.0,1,13,8,19,0.762557078,,,
194,2019-08-14,MTYCP,True,219,184,392520.65,Nuevo Leon,0.94,0,0.0,0.31,2,14,8,19,0.840182648,,,
195,2019-08-15,MTYCP,True,219,162,335953.53,Nuevo Leon,0.9,0,0.0,0.24,3,15,8,19,0.739726027,,,
196,2019-08-16,MTYCP,True,219,57,101145.96,Nuevo Leon,0.94,0,0.0,0.24,4,16,8,19,0.260273973,,,
197,2019-08-17,MTYCP,True,219,43,77135.59,Nuevo Leon,0.91,0,0.0,0.35,5,17,8,19,0.196347032,,,
198,2019-08-18,MTYCP,True,219,85,175539.86,Nuevo Leon,0.94,0,0.0,0.49,6,18,8,19,0.388127854,,,
199,2019-08-19,MTYCP,True,219,172,350368.99,Nuevo Leon,0.92,0,0.0,0.5,0,19,8,19,0.785388128,,,
200,2019-08-20,MTYCP,True,219,197,402235.29,Nuevo Leon,1.0,0,0.0,0.29,1,20,8,19,0.899543379,,,
201,2019-08-21,MTYCP,True,219,192,409251.94,Nuevo Leon,0.97,0,0.0,0.46,2,21,8,19,0.876712329,,,
202,2019-08-22,MTYCP,True,219,161,332641.74,Nuevo Leon,0.99,0,0.0,0.12,3,22,8,19,0.735159817,,,
203,2019-08-23,MTYCP,True,219,70,128743.43,Nuevo Leon,0.93,0,0.0,0.35,4,23,8,19,0.319634703,,,
204,2019-08-24,MTYCP,True,219,76,105099.3,Nuevo Leon,0.91,0,0.0,0.12,5,24,8,19,0.347031963,,,
205,2019-08-25,MTYCP,True,219,84,150621.46,Nuevo Leon,0.91,0,0.0,0.48,6,25,8,19,0.383561644,,,
206,2019-08-26,MTYCP,True,219,193,383542.41,Nuevo Leon,0.94,0,0.0,0.25,0,26,8,19,0.881278539,,,
207,2019-08-27,MTYCP,True,219,204,410360.68,Nuevo Leon,0.96,0,0.0,1.0,1,27,8,19,0.931506849,,,
208,2019-08-28,MTYCP,True,219,206,417645.49,Nuevo Leon,0.95,0,0.0,0.3,2,28,8,19,0.940639269,,,
209,2019-08-29,MTYCP,True,219,186,381213.07,Nuevo Leon,0.84,0,0.0,0.12,3,29,8,19,0.849315068,,,
